text,score_?,score_2,score_1,score_3,high_influential,high_factbasedness,high_inaccuracy,high_opinionated,high_accountability,high_unobjectivity_tone,noise
"Now, days later, James shared a touching message to the fallen Lakers star many have dedicated that title to.",False,False,False,True,False,True,False,False,False,False,False
"“Hope I made you proud my brother!!” James wrote with a series of photos on Instagram on Wednesday night. “Love and miss you Champ!!”
Bryant and his daughter Gianna were among seven people killed in a helicopter crash outside of Los Angeles in January. The Lakers honored him constantly throughout the rest of the season, including the addition of jersey patches and a special “Black Mamba” jersey — which earned them a near-perfect 4-1 record in the playoffs in Florida this year.",False,False,False,True,False,True,False,False,False,False,False
"Countless Lakers players, executives and fans have honored Bryant in the wake of the title.",False,False,False,False,False,False,False,False,True,False,False
"Lakers president Jeanie Buss mentioned him during her speech accepting the Finals trophy at Walt Disney World, and Lakers fans were heard chanting “Kobe!” throughout the streets of Los Angeles immediately after Game 6.",False,False,False,True,False,True,False,False,False,False,False
"Lakers star Anthony Davis dedicated the title to Bryant in his postgame interview Sunday night.
Bryant’s widow, Vanessa, posted a heartfelt message to general manager Rob Pelinka on her Instagram story that night, too. “Wish Kobe and Gigi were here to see this.”",False,False,False,True,False,True,False,False,False,False,False
"
While James has more than done his part to honor Bryant’s legacy since his death, Wednesday’s post officially closed the chapter on one of the strangest, longest seasons in NBA history.(SD-Agencies)",True,False,False,False,False,False,False,True,False,False,False
X],False,False,True,False,False,False,False,False,False,False,False
,False,False,False,True,False,True,False,False,False,False,False
"On the eve of this week’s donor conference for Rohingya refugees, UNHCR, the UN Refugee Agency, is stressing today the need for stronger international support and a redoubling of efforts to find solutions for this stateless and displaced population",False,False,False,True,False,True,False,False,False,False,False
"Together with the United States, United Kingdom and European Union, UNHCR is co-hosting a virtual donor conference this Thursday (22 October) to meet urgent humanitarian needs of forcibly displaced Rohingya both inside and outside Myanmar. Support for critical services in host communities is also a priority.",False,False,False,True,False,True,False,False,False,False,False
"The ongoing humanitarian response is facing a dramatic shortfall this year as less than half of the requested funds have been received so far.  In 2020, the United Nations has appealed for more than US$ 1 billion to meet the humanitarian needs of Rohingya refugees in Bangladesh. The spread of the COVID-19 pandemic has added layers of new challenges and needs to an already complex and massive refugee emergency.",False,False,False,True,False,True,False,False,False,False,False
X],False,False,True,False,False,False,False,False,False,False,False
"Currently 860,000 Rohingya refugees are living in settlements across Bangladesh’s Cox’s Bazar district. Most of them, some 740,000, fled from Myanmar during the most recent displacement crisis in 2017. Other countries in the region host some 150,000 Rohingya refugees. An estimated 600,000 live in Myanmar’s Rakhine State.",False,False,False,True,False,True,False,False,False,False,False
"Across the entire region, most Rohingya live on the margins of society and they need to be assured access to basic healthcare, clean drinking water, a reliable food supply, or meaningful work and educational opportunities. The COVID-19 pandemic has worsened their living conditions, made access to services even more challenging, increased the risk of sexual and gender-based violence, and exacerbated the impacts of infectious diseases for displaced Rohingya living in crowded camps, such as those in Cox’s Bazar and in Rakhine State.",False,False,False,True,False,True,False,False,False,False,False
"UNHCR stresses that the international community and countries in the region must not only maintain support for refugees and their hosts, but also adapt to critical new needs and expand the search for solutions",False,True,False,False,False,False,False,True,False,False,False
"The focus of the search for solutions to this crisis must be on the voluntary, safe, dignified and sustainable return of Rohingya refugees and other displaced people to their homes or to a place of their choosing in Myanmar.",False,False,False,True,False,True,False,False,False,False,False
"The responsibility for creating conditions conducive to the safe and sustainable return of Rohingya rests with Myanmar authorities. This process will need to engage the whole of society, open and enhance the dialogue between the Myanmar authorities and Rohingya refugees and take measures that help build confidence and trust. These include lifting restrictions on freedom of movement, enabling displaced Rohingya to return to their own villages and providing a clear pathway to citizenship.",False,False,False,True,False,True,False,False,False,False,False
X],False,False,True,False,False,False,False,False,False,False,False
"The virtual donor conference, featuring also voices of Rohingya refugees, is scheduled to run from 2:00 p.m. to 4:30 p.m. CEST Geneva (8:00 a.m. to 10:30 a.m. EDT Washington; 7:00 p.m. to 9:30 p.m. GMT+7 in Bangkok) on 22 October 2020. It will be live-streamed on www.rohingyaconference.org.",False,False,False,False,False,True,False,False,False,False,False
"Funds raised at the conference will go to international organisations and non-governmental organisations working to alleviate the crisis on the ground in Myanmar, throughout the region, and towards the UN-led Joint Response Plan (JRP) in Bangladesh.",False,False,False,False,False,True,False,False,False,False,False
"For more information on this topic, please contact:",False,False,False,False,False,False,False,False,False,False,True
[X],False,False,False,True,False,False,False,False,False,False,False
"A global virtual international donor conference to raise urgently needed humanitarian aid for Rohingya refugees will be held on Oct. 22, co-hosted by the United States, the European Union, the United Kingdom, and the United Nations.
In a joint statement on Thursday the co-hosts said less than half of the $1 billion in aid sought by the United Nations in 2020 had been raised, and the crisis facing the Rohingya people was being exacerbated by the COVID-19 pandemic.
The conference, which will be hosted from Washington, Geneva and Bangkok, aims to raise aid to help displaced Rohingya living both in and outside of their native Myanmar.",True,False,False,False,False,True,False,False,False,False,False
"“The Rohingya people have faced horrific brutality and were forced to flee their homes in the worst circumstances imaginable,” British Foreign Secretary Dominic Raab said in the statement.",True,False,False,False,False,False,False,True,False,False,False
"“We have taken action against the architects of this systemic violence, including through sanctions and we will continue to hold those responsible to account,” he said.",True,False,False,False,False,False,False,True,False,False,False
“The UK has also been a leading donor since 2017 to alleviate humanitarian suffering of the Rohingya,True,False,False,False,False,True,False,False,False,False,False
The world must wake up to the severity of their plight and come together now to save lives.”,True,False,False,False,False,False,False,True,False,False,False
"More than one million Rohingya have fled Myanmar, the vast majority following a military crackdown in Myanmar in 2017 that the United Nations has said was executed with genocidal intent",True,False,False,False,False,True,False,False,False,False,False
"The lingering issue of Trump’s all-too-sympathetic relationship with the white-supremacist far right came up, a leftover from Trump’s disastrous refusal to denounce them during his only debate with Joe Biden late last month.",False,False,False,True,True,False,False,False,False,False,False
"His chief interlocutor—Today co-anchor Savannah Guthrie brought it up relatively early in the evening, ",False,False,False,True,False,False,False,False,True,False,False
"describing his long history of playing weasel words in discussions of white nationalist.
",False,False,False,False,False,False,False,True,False,False,False
Trump first badgered her,False,False,False,True,False,False,False,False,True,False,False
"“Oh, you always do this. You’ve done this to me, and everybody—,” then shifted gears: “I denounce white supremacy, okay? I’ve denounced white supremacy for years. But you always do it.” Then he claimed that Biden never denounced antifa (which is categorically false).",False,False,False,False,False,True,False,False,False,False,False
"This was perfectly typical of the kinds of disavowals of the far right Trump has engaged in all along in his political career, arising both because white supremacists have embraced him and because he has pursued agendas identical to theirs while winking and nodding at them on social media. Trump’s tango, moreover, does nothing to dissuade the army of extremists marching in his name—",False,False,False,True,False,False,True,False,False,False,False
some of them committing hate crimes and other acts of violence,False,True,False,False,False,True,False,False,False,False,False
that he inspires,False,False,False,True,False,False,True,False,False,False,False
"After nominally distancing himself from the far right,",False,False,False,True,False,True,False,False,False,False,False
Trump deftly pivoted to a close embrace,False,True,False,False,False,False,False,False,False,True,False
" when Guthrie then asked him about whether he would denounce QAnon—which, as she explained to Trump, believes that Democratic leaders and liberal media figures are part of a global pedophilia cabal, and that he is the hero of the theory.",False,False,False,True,False,True,False,False,False,False,False
"""I don't know anything about QAnon,""",False,True,False,False,False,False,False,True,False,False,False
Trump said.,False,False,False,True,False,False,False,False,True,False,False
"“I know nothing about it,”",False,True,False,False,False,False,False,True,False,False,False
he continued.,False,False,False,True,False,False,False,False,True,False,False
"“I do know they are very much against pedophilia, they fight it very hard.",False,True,False,False,False,False,False,False,False,True,False
"""I'll tell what you I do know about, I know about antifa and I know about the radical left and how violent and vicious they are, and I know how they're burning down cities run by Democrats, not run by Republicans.""",False,True,False,False,True,False,False,False,False,False,False
"He continued to express utter ignorance of the QAnon cult, despite the fact that he has retweeted multiple posts from QAnon accounts on his Twitter page. “I just don’t know about QAnon,” ",False,False,False,True,False,True,False,False,False,False,False
he said.,False,False,False,True,False,False,False,False,True,False,False
"“I don’t know. No, I don’t know,”",False,True,False,False,False,False,False,True,False,False,False
Trump insisted,False,False,False,True,False,False,False,False,True,False,False
with the expression of a 5-year-old near the scene of a broken vase.,False,False,False,True,False,False,False,False,False,True,False
"Pressed on it further, he rambled",False,False,True,False,False,False,False,False,False,True,False
"and then finally suggested he considers it a realistic possibility that there is indeed a satanic cult being run by Democrats: ""Let me just tell you what I do hear about it, is they are very strongly against pedophilia and I agree with that. I do agree with that very strongly,""",False,False,False,True,False,True,False,False,False,False,False
Trump said.,False,False,False,True,False,False,False,False,True,False,False
"""I don't know that,"" Trump interjected. “No, I don’t know that. And neither do you know that.”
",False,True,False,False,False,False,False,True,False,False,False
"A little later, Guthrie brought up another far-right conspiracy theory",False,False,False,True,False,False,False,False,True,False,False
"—this one promoted by a QAnon fan who claims that not only did Obama’s SEAL team accidentally killed Bin Laden’s body double and not the man himself, and then had all the team members assassinated to cover it up—that was retweeted by Trump.",False,False,False,True,False,True,False,False,False,False,False
"""I know nothing about it ... that was a retweet — that was an opinion of somebody,"" Trump answered. ""I'll put it out there, people can decide for themselves, I don't take a position.""",False,False,False,True,False,False,False,True,False,False,False
"""I don't get that, you're the president, you're not like someone's crazy uncle who can just retweet whatever,""",False,False,False,True,False,False,False,True,False,False,False
Guthrie said.,False,False,False,True,False,False,False,False,True,False,False
"""Frankly, because the media is so fake and so corrupt, if I didn't have social media...I wouldn't be able to get the word out,""",False,False,False,True,False,False,True,False,False,False,False
Trump said.,False,False,False,True,False,False,False,False,True,False,False
"""The word is false,""",False,False,False,True,False,False,False,True,False,False,False
"Guthrie said.
",False,False,False,True,False,False,False,False,True,False,False
"Lake County early in-person voting numbers have surpassed early in-person voting totals from the 2008 and 2012 election, according to election officials, in the first eight days of early voting.As of Thursday, more than 50,000 votes had been cast, including 31,216 as part of early in-person voting and 18,985 absentee mail-in ballots, according to Michelle Fajman, director of the Lake County Board of Elections and Registration.By comparison, in the 2008 general election a total of 24,411 ballots were cast early in person among four voting locations, Fajman said. In the 2012 general election, 26,294 people voted early in person among six early voting locations",False,False,False,False,False,True,False,False,False,False,False
"she said.“We’re excited to see the numbers rise,” Fajman said. “Early voting is going strong and seeing us beat previous records is exciting.”",False,True,False,True,False,False,False,True,False,False,False
"In the 2016 general election, 46,643 people voted early in-person among 11 early voting locations, Fajman said",False,False,False,False,False,True,False,False,False,False,False
" The county is estimating between 70,000 to 75,000 early in-person ballots to be cast in the November election, she sad",False,True,False,True,False,False,False,True,False,False,False
"The 2020 general election has 11 early voting locations as well with extended hours on Tuesdays and Thursdays and the polling locations open each Saturday ahead of election day will ensure the 2020 general election will see a high turnout for early in-person voting, she said.At the Lake County Government Center, polls are open from 8:30 a.m. to 4:30 p.m. Mondays, Wednesdays, Fridays and Saturdays. On Tuesdays and Thursdays, the polls are open from 8:30 a.m. to 7 p.m., and the Monday before election day from 8:30 a.m. to noon.At the 10 satellite locations, polls are open from 9 a.m. to 4 p.m. Mondays, Wednesdays, Fridays and Saturdays. On Tuesdays and Thursdays, the polls are open from 9 a.m. to 7 p.m., and the Monday before election day from 9 a.m. to noon.Early voting locations:East Chicago Court House, 3711 Main St., East ChicagoGary Genesis Center, 1 Genesis Plaza, GaryHammond Lake County Courthouse, 232 Russell St., HammondHobart Police Command Center, 705 E. 4th St., HobartLowell Town Hall, 501 E. Main St., LowellMunster Town Hall, 1005 Ridge Road, MunsterSchererville Town Hall, 10 E. Joliet St., ScherervilleSt. John Township Assessor’s Office, 9157 Wicker Ave., St. JohnWicker Park Breezeway, 8554 Indianapolis Blvd. (Ridge Road and Prairie Avenue), HighlandWinfield Town Hall, 10645 Randolph St., Winfield",False,False,False,False,False,True,False,False,False,False,False
[X,False,False,True,False,False,False,False,False,False,False,False
[X,False,False,False,True,False,False,False,False,False,False,False
"More than 600 lucky Wiltshire residents have walked away with a share of a mega £3,800,000 in the last five years thanks to the People's Postcode Lottery. ",False,False,False,True,False,True,False,False,False,False,False
"All of the lucky winners have managed to bag themselves at least £25,000 each, just by taking part in the subscription lottery draw.",False,True,False,False,False,False,True,False,False,False,False
"In the Saturday and Sunday 'Street Prizes' where lucky postcodes are announced, every ticket in that postcode wins £30,000.

With the option to buy multiple tickets you could win up to £90,000. 

The People's Postcode Lottery is a subscription lottery that raises money for charity whilst also giving out cash prizes to subscribers.

Players who sign up must pay £10 per month and are then automatically entered into every draw and prizes are announced every day of the year. 

In April last year three incredibly lucky neighbours won a whopping share of the £3,000,000 April prize pot.",False,False,False,True,False,True,False,False,False,False,False
"The postcode sector for the draw was SN5 8 which saw 594 residents winning a share of the £3million.

However, three neighbours from Wallingford Close landed the biggest cheques when SN5 8BS was announced as the full winning postcode.",False,False,False,True,False,True,False,False,False,False,False
VIDEO,False,False,False,False,False,False,False,False,False,False,True
"Bus driver Ian was one of the lucky SN5 8BS residents, after clocking off from a ten-hour shift  he arrived home to find the People's Postcode Lottery team waiting outside his front door.",False,False,False,True,False,True,False,False,False,False,False
When he pulled his cheque out of the golden envelope he said:,False,True,False,False,False,False,False,False,True,False,False
"""The first thing I'm going to do is book a first-class ticket to Australia to visit my daughter Nicole and my two-year-old granddaughter Violet.""",False,False,False,True,False,True,False,False,False,False,False
Another winner was housewife and mother-of-two Catherine who was with her husband Neil and son Mark when she learned,False,True,False,False,False,False,True,False,False,False,False
she'd scooped the six-figure sum.,False,True,False,False,False,False,False,False,False,True,False
Catherine said:,False,True,False,False,False,False,False,False,True,False,False
"""It feels liberating because we won't have to worry about scrimping and saving any more.",False,False,False,True,False,False,False,True,False,False,False
"""Mark was born prematurely and has autism, epilepsy and ADHD",False,False,False,True,False,True,False,False,False,False,False
"so winning this amount of money means we'll be able to make sure that both him and his sister Laura, who works as a mobile carer and regularly looks after Mark, will be taken care of for the future.""",False,False,False,True,False,False,False,True,False,False,False
"All of the winning postcodes are: 

SN5 8AA - £3,00,000 shared between 594 tickets in 2019

SN1 3LD - £25,000 one winning ticket in 2016

SN4 0NT - £25,000 one winning ticket in 2016

SP3 5BW - £30,000 one winning ticket in 2017

SP9 7FR - £30,000 one winning ticket in 2017

SP9 7FR - £30,000 seven winning tickets in 2017",False,False,False,True,False,True,False,False,False,False,False
"SN3 6NH - £30,000 one winning ticket in  2017

SN12 7AW - £30,000 four winning tickets in 2017

SP5 5DE - £30,000 one winning ticket in 2018

SP7 9AU - £30,000 one winning ticket in 2019

SN8 3TE - £30,000 four winning tickets in 2019

SN4 8DX - £30,000 two winning tickets in 2019

SP1 2BU - £30,000 two winning tickets in 2019

BA14 7HU - £30,000 one winning ticket in 2020",False,False,False,True,False,True,False,False,False,False,False
"Not only is the People's Postcode Lottery a good chance to try and get your hands on some all important cash, it's also a great way to give back to important causes ",False,True,False,False,False,False,False,True,False,False,False
with 32% of each ticket going to charity.,False,False,False,True,False,True,False,False,False,False,False
What would you spend the money on if you won big with the People's Postcode Lottery? Let us know in the comments.,False,False,False,False,False,False,False,False,False,False,True
"Tonight's dueling town halls were like a choose-your-own-ending book, letting us peer into the future and see what the two election outcomes would be like.",False,True,False,False,False,False,False,True,False,False,False
" The contrast reflects one of the big questions about Trump that's before Americans as they vote — Are you captivated, or are you exhausted?",False,True,False,False,False,False,False,True,False,False,False
"The town halls replaced what was supposed to be the second presidential debate, which was scrapped after Trump refused to participate virtually.",False,True,False,False,False,True,False,False,False,False,False
"Just flipping between the channels, you instantly saw and heard the differences:",False,True,False,False,False,False,False,True,False,False,False
unyielding and unapologetic,False,False,True,False,False,False,False,False,False,True,False
with his views unchanged after his own hospitalization.,False,False,False,True,False,False,False,True,False,False,False
Biden continued to resist a flat answer on whether he'd favor adding justices to the Supreme Court.,False,False,False,True,False,False,False,True,False,False,False
Biden suggested ,False,False,True,False,False,False,False,False,True,False,False
he'll clarify his position for voters in the next few weeks: ,False,False,True,False,False,False,True,False,False,False,False
"""They do have a right to know where I stand, and they'll have a right to know where I stand before they vote.""",False,False,False,True,False,False,False,True,False,False,False
"🎧 By the time you wake up ... ""Axios Today"" will be up with our latest reporting on the town halls.",False,False,False,False,False,False,False,False,False,False,True
[X],False,True,False,False,False,False,False,False,False,False,False
[X],False,True,False,False,False,False,False,False,False,False,False
[X],False,True,False,False,False,False,False,False,False,False,False
[X],False,False,True,False,False,False,False,False,False,False,False
[X],False,False,True,False,False,False,False,False,False,False,False
[X],False,True,False,False,False,False,False,False,False,False,False
Vice President Joe Biden’s town hall Thursday evening,False,False,False,True,False,False,False,True,False,False,False
was boring,False,False,True,False,False,False,False,False,False,True,False
but informativ,False,False,False,True,False,False,False,True,False,False,False
. And that’s why you probably won’t hear too much about it,False,False,False,True,False,False,False,True,False,False,False
"President Donald Trump, meanwhile, was told that he was handsome, refused to condemn QAnon, a far-right conspiracy theory about Satan-worshiping pedophiles, and said he didn’t remember whether he had received a COVID-19 test on the day of the presidential debate. All easy and emotionally triggering sound bites to repost or play over and over on news programs. 
",False,False,False,True,False,False,False,True,False,False,False
Thursday evening’s dueling town halls accomplished what many analysts feared they would by pitting the two presidential candidates against each other: The most entertaining won the evening,False,False,False,True,False,False,False,True,False,False,False
And President Trump knows how to command an audience.,False,False,False,True,False,False,False,True,False,False,False
"Mastering the art of entertainment value was a large part of his winning strategy in 2016, when stations like CNN aired hours of unfiltered Trump rallies. “We wanted access, and Donald Trump gave it to us,”",False,False,False,True,False,False,False,True,False,False,False
"Jeff Zucker,",False,True,False,False,False,False,False,False,True,False,False
blatantly ,False,True,False,False,True,False,False,False,False,False,False
He told the audience that he agreed to the town hall for a “free hour” of TV coverage. ,False,True,False,False,False,True,False,False,False,False,False
"Biden, meanwhile, took his time with answers.",False,False,False,True,False,False,False,True,False,False,False
"Some went on for so long that he was cut off by ABC host George Stephanopoulos. When that did happen, he told those in the audience that he would be happy to speak to them after the special to expand on his views and policy proposals",False,False,False,True,False,False,False,True,False,False,False
"Biden covered a wide range of topics including COVID-19, the economy, the Supreme Court, LGBTQ rights, police brutality, and racial equality.",False,True,False,False,False,True,False,False,False,False,False
largely ,False,True,False,False,True,False,False,False,False,False,False
"ignored Trump, choosing instead to focus on what he would do if elected.",False,False,False,True,False,False,False,True,False,False,False
"“I’m running as a proud Democrat, but I’m going to be an American President,”",False,False,False,True,False,False,False,True,False,False,False
“I’m going to take care of those who voted against me as well as those who voted for me. That’s what Presidents do.”,False,False,False,True,False,False,False,True,False,False,False
 tough questioning,False,True,False,False,False,False,False,False,False,True,False
"rom NBC’s Savannah Guthrie and friendly lobs from an audience in Miami, Florida. But despite the town hall audience, Trump often ",False,True,False,False,False,False,False,True,False,False,False
didn’t have qualified answers ,False,True,False,False,False,False,False,False,False,True,False
"When Guthrie asked the President why he promoted a conspiracy theory on Twitter that Biden attempted to have SEAL Team 6 killed to cover up the fake death of Osama bin Laden,",False,True,False,False,False,True,False,False,False,False,False
the President defended himself by saying ,False,True,False,False,False,False,False,False,True,False,False
it was a retweet that he decided to “put out there.”,False,True,False,False,False,True,False,False,False,False,False
Guthrie told ,False,True,False,False,False,False,False,False,True,False,False
the president that he wasn’t “someone’s crazy uncle who can retweet whatever.”,False,True,False,False,False,True,False,False,False,False,False
Guthrie also pushed the President on his recently revealed taxes,False,False,False,True,False,False,False,True,False,False,False
 He did not deny that he owed around $400 million and instead said it was good that he was in debt.,False,True,False,False,False,True,False,False,False,False,False
"Like much of this election, Trump was the center of attention on Thursday. But while he provided the entertainment, he made many missteps.",False,False,False,True,False,False,False,True,False,False,False
"Biden, who suffers (or perhaps, depending on who you ask, benefits) from an inability to speak in quick sound bites made for tight news packages or Twitter videos, likely won’t see as much out of the event. ",False,False,False,True,False,False,False,True,False,False,False
But that’s not necessarily a bad thing.,False,False,False,True,False,False,False,True,False,False,False
"Ahead in most polls by double digits at this point, the former vice president likely doesn’t mind stepping out of the way and letting the President continue on his current path. 
",False,False,False,True,False,False,False,True,False,False,False
"More from Fortune’s special report on what business needs from the 2020 election:

What voters need from the 2020 election: Common ground
What business needs from the 2020 election
What Wall Street needs from the 2020 election
What unemployed Americans need from the 2020 election
What small-business owners need from the 2020 election
What restaurants need from the 2020 election
What unions need from the 2020 election
What Silicon Valley needs from the 2020 election
What unbanked Americans need from the 2020 election
What low-wage workers need from the 2020 election
What working parents need from the 2020 election
What the health care industry needs from the 2020 election",False,False,False,False,False,False,False,False,False,False,True
Oct. 15 (UPI) -- ,False,False,False,False,False,False,False,False,False,False,True
The Alanis Morissette musical Jagged Little Pill led the field with 15 nods when Tony Award nominations were announced on Thursday.,False,False,False,True,False,True,False,False,False,False,False
"Moulin Rouge followed with 14 nominations, followed by Tina and Slave Play, both with 12; The Inheritance with 11; A Soldier's Play with seven; The Sound Inside with six; A Christmas Carol with five; Betrayal with four; and Frankie & Johnny, Grand Horizons and Linda Vista, each with two.",False,False,False,True,False,True,False,False,False,False,False
Tony-winning Aladdin actor James Monroe Iglehart hosted the online event during which the names of the nominees were read.,False,False,False,True,False,True,False,False,False,False,False
Winners are to be announced at a virtual ceremony later this year,False,True,False,False,False,False,True,False,False,False,False
Few shows were eligible for contention ,False,True,False,False,False,False,False,True,False,False,False
because Broadway has been closed due to the coronavirus pandemic since March 2020.,False,False,False,True,False,True,False,False,False,False,False
The New York theater industry is not expected to re-open until June 2021.,False,True,False,False,False,False,False,True,False,False,False
"The nominees in the major Tony categories are:

Laura Linney My Name is Lucy Barton
",False,False,False,True,False,True,False,False,False,False,False
Broadway may be closed but the Tony Awards will be going on. ,False,True,False,False,False,False,False,True,False,False,False
"The Musical"" led all nominees for this year's awards, with the Alanis Morissette musical taking 15 nominations and the adaptation of the Baz Luhrman film snagging 14.",False,False,False,True,False,True,False,False,False,False,False
The Broadway League and American Theatre Wing on Thursday announced the nominations for a 2019-20 season cut short by the closure of Broadway theaters in March ,False,False,False,True,False,True,False,False,False,False,False
That meant just 18 productions were eligible for the 2020 Tony Awards,False,False,False,True,False,True,False,False,False,False,False
"due to the shorter season,",False,True,False,False,False,False,False,True,False,False,False
roughly half the number,False,True,False,False,False,False,True,False,False,False,False
"In fact, no musical revivals opened during the eligibility period, so that category was eliminated altogether.",False,False,False,True,False,True,False,False,False,False,False
Also read: Broadway Extends Shutdown Through May 2021,False,False,False,False,False,False,False,False,False,False,True
"Jeremy O. Harris' ""Slave Play"" led all of the nominees for plays, including a nomination for lead actress Joaquina Kalukango, with 12. It was tied by ""Tina – The Tina Turner Musical,"" which also had 12 nominations. Matthew Lopez's two-part drama ""The Inheritance"" had 11 nominations",False,False,False,True,False,True,False,False,False,False,False
"In a show of just how few productions were actually eligible this year, only one actor was nominated in the Best Actor (Musical) category, Aaron Tveit for ""Moulin Rouge! The Musical."" ",False,False,False,True,False,True,False,False,False,False,False
The rules state that he'll win the prize if 60% of the voters select him to receive the Tony.,False,False,False,True,False,True,False,False,False,False,False
And in a sign of how jukebox musicals dominated the pandemic-shortened season,False,True,False,False,False,False,False,True,False,False,False
", all of the nominees in the Original Score category were dramas as opposed to musicals.",False,False,False,True,False,True,False,False,False,False,False
"The ceremony, originally scheduled to take place at Radio City Music Hall on June 7, will be virtual this year ",False,False,False,True,False,True,False,False,False,False,False
— though no date or details have been announced.,False,True,False,False,False,False,True,False,False,False,False
"Also read: 28 Stars Who Need Only a Tony to EGOT, From Julie Andrews to Kate Winslet (Photos)",False,False,False,False,False,False,False,False,False,False,True
"Tony-winning actor James Monroe Iglehart (""Aladdin"") announced the nominees via the Tonys YouTube channel.",False,False,False,True,False,True,False,False,False,False,False
View the full list of nominations for the 2020 Tony Awards below:,False,False,False,False,False,False,False,False,False,False,True
"**From The Tony Awards Rules: If the Tony Awards Nominating Committee has determined that if there is only one nominee in a category listed, such category shall be submitted to the Tony Voters which may, by the affirmative vote of sixty (60%) percent of the total ballots cast, grant an Award in that category.

Best Original Score (Music and/or Lyrics) Written for the Theatre

Best Performance by an Actor in a Featured Role in a Play

Best Performance by an Actress in a Featured Role in a Play

Best Performance by an Actor in a Featured Role in a Musical

Best Performance by an Actress in a Featured Role in a Musical",False,False,False,False,False,False,False,False,False,False,True
Lujan Grisham on Tuesday announced,False,False,False,True,False,False,False,False,True,False,False
new rules for businesses as ,False,True,False,False,False,True,False,False,False,False,False
novel ,False,False,True,False,True,False,False,False,False,False,False
coronavirus cases continue to surge ahead,False,True,False,False,False,True,False,False,False,False,False
 could be a worsening pandemic in the winter.,False,True,False,False,False,False,False,True,False,False,False
businesses with four rapid responses to employee infections within 14 days will be required to close for a full two weeks,False,True,False,False,False,True,False,False,False,False,False
she said,False,False,False,True,False,False,False,False,True,False,False
"Restaurants that want to continue offering indoor dining at 25 percent capacity must complete an online certification program by Oct. 30, must agree to spot testing of workers and must keep a three-week log of all customers for contact tracing purposes.",False,True,False,False,False,True,False,False,False,False,False
Lujan Grisham said,False,False,False,True,False,False,False,False,True,False,False
 retail businesses must close by 10 p.m. and state-run museums will shut down Friday.,False,True,False,False,False,True,False,False,False,False,False
"""We're having a tough fall,""",False,True,False,False,False,False,False,True,False,False,False
the governor said,False,False,False,True,False,False,False,False,True,False,False
"""... The winter could pose even more challenges to New Mexico.""",False,True,False,False,False,False,False,True,False,False,False
New Mexico has a third less hospital and health care capacity than any other state,False,True,False,False,False,True,False,False,False,False,False
 the governor said,False,False,False,True,False,False,False,False,True,False,False
"""That means we have to get it right.""",False,True,False,False,False,False,False,True,False,False,False
a sharp rise in coronavirus cases ,False,True,False,False,False,False,True,False,False,False,False
officials said,False,True,False,False,False,False,True,False,False,False,False
 the state had 832 rapid responses — its highest number ever — in which investigators respond to reports of employee infections in workplaces.,False,True,False,False,False,True,False,False,False,False,False
"If the new rapid-response rule had been in effect previously, officials said, 42 businesses would have faced the mandated two-week closure.",False,True,False,False,False,False,False,True,False,False,False
Texans receiving unemployment benefits will need to show an active effort to find a job starting Nov. 1.,False,True,False,False,False,False,False,True,False,False,False
The Texas Workforce Commission suspended the requirement in March as the pandemic started.,False,True,False,False,False,True,False,False,False,False,False
More than 3.6 million have filed for unemployment relief since then,False,True,False,False,False,True,False,False,False,False,False
according to Texas Tribune research,False,True,False,False,False,False,False,False,True,False,False
Workforce Executive Director Ed Serna said,False,True,False,False,False,False,False,False,True,False,False
"“but we’re seeing employment opportunities begin to bounce back in Texas as our economy restarts. There are opportunities out there, and getting Texans back to work and businesses up and running again will create even more.”",False,True,False,False,False,False,False,True,False,False,False
"Abhi Rahman, Texas Democratic Party communications director",False,True,False,False,False,False,False,False,True,False,False
"“wrong and emblematic of Republicans who will do the most cruel thing imaginable every chance they get.”
",False,True,False,False,True,False,False,False,False,False,False
"“These are Texans who are struggling to put food on the table or fighting off evictions,”",False,True,False,False,False,False,False,True,False,False,False
Rahman said,False,True,False,False,False,False,False,False,True,False,False
 “These are Texans who have lost everything due to no fault of their own.”,False,True,False,False,False,False,False,True,False,False,False
"Workforce officials report 695,000 jobs are available at WorkInTexas.com, the state’s online portal.",False,True,False,False,False,True,False,False,False,False,False
Texas Workforce also reported,False,True,False,False,False,False,False,False,True,False,False
" the state’s unemployment rate jumped to 8.3% in September, up from 7% in August",False,True,False,False,False,True,False,False,False,False,False
La Niña conditions threaten to make this a dangerously dry and warm winter and spring in much of Texas.,False,True,False,False,False,False,False,True,False,False,False
"A La Niña event could lead to a drought and a summer heat wave similar to the weather pattern that smacked the state in 2010-11,",False,True,False,False,False,False,False,True,False,False,False
"according to Nelun Fernando with the Texas Water Development Board.
",False,True,False,False,False,False,False,False,True,False,False
Other factors ,False,True,False,False,True,False,False,False,False,False,False
might affect the amount of rainfall between now and the summer,False,True,False,False,False,False,False,True,False,False,False
he said,False,True,False,False,False,False,False,False,True,False,False
but already 18 counties in West Texas and the Panhandle are experiencing,False,True,False,False,False,True,False,False,False,False,False
exceptional ,False,False,True,False,False,False,False,False,False,True,False
drought,False,True,False,False,False,True,False,False,False,False,False
"“We can say with some certainty, though, that the die is loaded toward drought persistence over West Texas through the winter and possibly through spring,”",False,True,False,False,False,False,False,True,False,False,False
Fernando said.,False,True,False,False,False,False,False,False,True,False,False
